Recency,Frequency,Monetary,Interpurchase_Time
312,5,385.09,10
199,8,1071.41,66
2,2,378.28,15
432,2,182.02,151
93,15,1545.37,39
60,4,919.3600000000001,134
407,3,882.7399999999999,49
81,3,358.31,148
157,8,1355.7600000000002,71
395,5,318.40999999999997,42
227,1,475.71,0
669,1,117.25,0
482,1,28.62,0
253,2,257.79999999999995,57
150,1,136.06,0
194,2,119.15,0
1,25,4596.06,29
369,1,51.0,0
24,4,832.0299999999999,134
17,7,651.69,75
380,1,134.19000000000003,0
10,12,6413.3099999999995,57
8,1,150.73,0
543,1,113.79000000000002,0
20,10,2295.3900000000003,43
4,3,862.32,68
491,2,294.55999999999995,10
174,1,191.93999999999997,0
1,15,2578.9,45
624,8,1664.79,13
178,9,966.41,61
534,1,6.300000000000001,0
378,2,110.85000000000001,0
402,1,342.78000000000003,0
16,13,2889.89,54
248,5,476.32,97
191,3,582.88,147
20,2,513.74,174
154,9,511.68999999999994,63
173,4,675.1700000000002,117
373,1,328.55,0
373,1,116.52000000000001,0
731,1,90.92,0
194,1,191.39999999999998,0
542,1,120.34,0
647,1,104.44000000000003,0
656,1,230.52999999999997,0
644,1,133.65,0
67,1,423.63000000000005,0
428,1,207.45,0
4,8,2228.3100000000004,35
21,3,1075.91,21
418,2,934.77,5
239,2,113.54,1
379,2,271.39,44
64,1,145.35,0
112,9,705.41,49
90,16,4792.469999999999,17
311,1,30.0,0
637,1,405.0,0
134,1,319.28999999999996,0
650,2,271.28999999999996,14
277,4,1479.38,112
365,4,553.0100000000001,93
503,3,1206.5800000000002,43
83,1,917.24,0
8,3,1497.39,138
17,2,360.94,27
32,10,6626.17,65
9,3,955.2200000000001,124
34,4,748.07,47
15,18,2866.6499999999996,40
589,1,190.74999999999997,0
24,22,7612.370000000001,28
551,2,360.04999999999995,87
32,3,912.0,129
74,4,453.37000000000006,119
682,3,504.73,0
374,4,378.45,15
379,1,368.04999999999995,0
449,1,288.48,0
20,2,464.36,12
663,1,269.21,0
17,13,2597.88,55
451,1,426.53000000000003,0
23,12,2832.15,59
388,1,370.55,0
3,5,878.1000000000001,103
304,2,645.47,147
18,18,2288.6000000000004,39
456,5,1417.28,28
367,3,501.22,20
39,7,3227.2200000000003,35
84,1,371.01,0
165,6,1621.13,64
17,2,876.5,10
77,3,2970.5,189
603,1,312.62999999999994,0
89,7,4252.91,66
25,21,8484.19,28
605,1,316.81,0
22,8,2845.1400000000003,88
3,30,6886.8,24
123,7,2260.2700000000004,62
30,2,341.31,175
12,8,1084.95,45
19,3,704.6700000000001,212
376,2,344.7199999999999,180
44,7,1886.4,86
534,1,117.1,0
4,3,886.2499999999999,149
9,7,2635.3500000000004,5
55,3,1139.03,193
414,1,636.7900000000001,0
88,7,1293.9,44
37,16,7985.0599999999995,43
736,1,20.4,0
3,3,655.02,0
381,1,578.14,0
625,1,163.51,0
30,10,4572.43,70
475,5,2033.14,41
12,10,2338.29,43
211,2,331.91999999999996,88
48,7,2997.1899999999996,70
24,15,5056.049999999999,40
22,4,912.6600000000001,34
246,11,1694.86,15
8,29,5446.46,25
35,5,2786.4,98
4,84,13595.880000000001,8
38,5,1076.23,127
4,3,627.48,15
3,11,1955.6,36
47,5,1447.63,131
39,4,601.5,173
47,27,14153.64,25
17,3,805.8599999999999,16
395,2,469.18000000000006,74
260,1,584.7800000000001,0
46,3,676.3599999999999,73
12,3,395.90000000000003,133
30,1,438.15999999999997,0
43,1,236.09,0
92,15,886.3600000000001,40
596,1,80.2,0
39,107,24799.23,6
310,1,328.18000000000006,0
92,2,501.54999999999995,77
456,6,1944.92,11
6,27,10098.86,17
196,6,810.67,35
560,1,172.43,0
87,4,2404.6099999999997,133
270,5,1265.2400000000002,75
8,3,461.98,64
424,2,453.5,102
65,7,2267.6299999999997,77
31,3,672.03,36
22,8,2159.43,53
38,8,1647.24,55
435,1,337.94,0
120,8,2948.8,47
562,1,206.8,0
682,1,7.5,0
373,4,818.79,44
40,6,1756.52,79
174,3,279.73999999999995,75
682,1,188.44,0
54,1,344.06999999999994,0
33,6,3213.3900000000003,96
145,4,1645.89,117
221,1,108.0,0
45,1,598.8000000000001,0
16,10,3737.8500000000004,68
406,1,62.7,0
66,12,2963.9700000000003,41
401,3,467.15000000000003,31
431,1,44.75,0
10,8,2551.3,65
260,1,335.32000000000005,0
725,1,108.41000000000001,0
365,8,1940.93,12
17,5,1362.8200000000006,21
563,3,2801.46,37
594,1,112.28000000000002,0
418,1,438.50000000000006,0
22,2,852.15,4
45,4,1068.8999999999999,152
288,4,3728.7000000000003,65
297,1,68.85,0
390,1,214.84999999999997,0
503,2,689.8300000000002,30
3,10,2161.75,20
626,1,429.15,0
284,2,361.73,192
17,3,654.7199999999999,7
82,4,598.76,92
56,8,4082.0900000000006,77
670,1,96.85,0
101,4,1822.9099999999999,71
299,1,427.58,0
23,12,2215.86,55
59,10,2584.14,67
389,5,634.68,60
576,2,571.9200000000001,7
386,2,243.69,61
624,1,159.55999999999997,0
155,2,315.06,21
115,6,1524.59,77
107,1,17.0,0
12,11,3268.46,53
456,1,447.05000000000007,0
264,4,1122.5700000000002,95
240,1,162.9,0
88,14,2959.2400000000002,45
50,7,1538.8799999999999,85
463,1,580.64,0
71,4,3147.51,122
42,3,1716.3400000000001,28
7,22,5734.150000000001,31
62,9,2651.59,74
249,5,2075.77,71
66,1,108.38,0
18,7,1706.9200000000003,23
85,4,2186.58,136
219,3,647.07,159
45,4,1714.5,119
428,1,523.83,0
143,4,128.24,48
183,1,134.66,0
171,1,135.75000000000003,0
10,12,2508.7400000000002,47
212,1,566.98,0
190,3,631.15,133
653,1,1743.03,0
8,8,1392.1000000000001,89
59,6,2100.45,60
57,5,1430.84,101
73,6,684.87,58
52,1,299.88,0
317,4,1596.0900000000001,103
367,14,4157.92,25
29,15,12856.77,47
39,2,795.16,343
18,11,3476.0,44
407,3,1224.5099999999998,33
422,4,866.23,48
52,12,8447.349999999999,57
544,2,528.8000000000001,41
4,56,15183.59,10
22,5,2031.25,103
263,2,750.6999999999999,160
60,4,834.9800000000001,150
680,1,422.70000000000005,0
379,3,582.1100000000001,70
19,5,1094.98,143
66,3,1176.16,125
88,2,868.09,164
250,1,498.99,0
3,12,4104.98,60
247,1,120.0,0
9,19,6398.93,30
157,4,871.9799999999999,72
134,5,2288.58,107
296,2,315.97,70
5,3,388.31999999999994,141
43,10,3795.52,67
269,1,1442.8999999999999,0
50,11,4344.77,46
382,5,728.95,31
9,20,5844.79,36
16,3,521.3299999999999,18
522,9,538.34,23
282,4,1205.9699999999998,113
65,2,623.19,10
2,43,12130.23,15
252,1,26.9,0
232,6,1752.3799999999999,84
17,3,771.5699999999999,8
505,1,15.0,0
428,2,421.88000000000005,131
414,5,1145.5199999999998,64
11,66,7900.4400000000005,11
8,4,1767.3800000000003,16
51,20,6523.94,30
59,1,73.2,0
95,8,1845.8200000000002,52
16,6,1374.12,13
126,7,1711.31,68
94,7,1777.3400000000001,67
421,4,1938.99,49
50,8,2119.86,74
138,2,562.85,131
61,1,200.08,0
100,13,8452.95,33
73,1,243.59000000000003,0
72,9,2100.9799999999996,63
67,4,1029.96,85
64,6,1098.84,24
17,3,630.1199999999999,182
23,26,8470.28,27
32,15,6392.37,16
45,5,1062.25,72
16,2,174.32999999999998,34
40,8,2367.43,85
3,24,8681.670000000002,30
736,1,325.89,0
237,2,611.9900000000002,87
375,1,263.25,0
723,1,323.25,0
489,1,93.3,0
469,9,1825.21,28
75,2,997.6410000000001,181
392,7,621.0,34
4,12,5347.12,61
3,5,2063.33,82
361,9,2261.4500000000003,41
59,6,916.6999999999999,74
23,3,891.22,235
31,7,1554.85,73
55,13,2468.66,48
25,1,355.38,0
45,10,3176.25,60
89,9,1801.3699999999997,50
2,35,9969.560000000001,21
89,3,756.5400000000001,116
19,4,1248.0800000000002,162
79,1,127.49999999999999,0
171,4,1796.8999999999999,66
81,1,231.90000000000003,0
267,1,710.88,0
235,2,303.45000000000005,23
30,13,3235.73,40
501,1,22.95,0
37,9,1875.1400000000003,49
318,2,1226.7500000000002,201
375,2,1009.1700000000002,10
57,5,1513.67,66
45,15,2820.66,41
203,5,636.9300000000002,42
225,3,1016.47,103
385,3,761.84,4
87,6,2798.56,79
190,2,531.53,15
379,4,1066.38,54
44,7,2375.2700000000004,72
71,9,1576.9099999999999,74
476,3,327.38000000000005,28
41,9,1872.1600000000003,47
78,1,431.29999999999995,0
437,1,134.85,0
423,1,63.66,0
57,6,1224.1,67
24,2,3019.9100000000003,26
10,16,3839.34,25
8,14,7263.870000000001,44
34,2,309.90000000000003,10
212,2,1520.05,80
24,3,1329.7500000000002,77
460,2,799.45,104
170,1,96.87,0
62,1,152.94,0
53,5,1610.5700000000004,37
261,3,561.6400000000001,41
512,1,126.96000000000001,0
383,1,288.64000000000004,0
67,7,6403.880000000001,94
378,3,944.5,84
17,15,4263.76,44
267,3,894.5600000000002,110
177,1,15.0,0
45,15,9974.55,39
410,3,336.89,64
51,1,679.63,0
17,6,1007.21,70
378,1,735.5500000000002,0
423,1,333.76000000000005,0
438,2,775.5500000000001,3
9,12,6177.43,33
74,14,1583.9000000000003,42
591,1,153.23999999999995,0
71,2,585.1999999999999,0
438,1,700.08,0
353,1,944.7400000000001,0
3,10,3338.38,64
117,1,411.7,0
648,2,252.39000000000004,3
373,1,285.45,0
197,3,2006.39,148
177,3,955.04,143
734,1,145.43999999999997,0
100,3,817.4899999999999,133
21,9,5565.460000000001,63
725,1,232.25,0
72,3,1960.8600000000001,203
340,3,978.7800000000001,126
6,8,4276.69,80
31,3,1003.8000000000001,120
646,1,176.89999999999998,0
477,2,325.15,73
170,5,793.41,103
470,1,107.0,0
462,1,136.31,0
465,4,1687.1500000000003,25
682,1,7.5,0
122,5,1111.93,96
22,15,4057.2000000000003,47
477,1,126.05000000000001,0
10,4,1241.8800000000003,13
626,4,1285.37,23
269,1,298.01000000000005,0
23,7,970.85,59
477,1,193.64999999999998,0
430,3,1348.22,81
737,1,107.33,0
127,1,233.22,0
26,7,7384.83,86
695,1,373.11999999999995,0
139,1,361.21999999999986,0
214,7,1061.54,31
429,3,1158.8000000000002,49
38,7,60.480000000000004,98
106,2,696.7700000000001,67
414,2,444.33,113
18,2,601.9200000000001,15
432,1,165.89999999999998,0
3,2,261.38,23
390,3,1361.95,27
331,2,377.01000000000005,102
64,13,4773.25,32
120,5,2001.72,93
35,1,322.29999999999995,0
218,1,404.40000000000003,0
172,6,5325.84,84
72,7,600.2000000000002,95
1,2,321.84999999999997,17
196,2,242.01,190
128,3,399.8899999999999,16
47,12,3275.2,57
6,24,4357.900000000001,28
14,16,9484.810000000001,44
563,1,310.83,0
428,4,1480.52,77
18,7,542.4300000000001,92
432,6,1173.0,35
28,11,1926.32,51
8,22,1295.4599999999996,13
492,1,253.20000000000002,0
552,7,2575.3199999999997,26
421,4,2727.7400000000002,52
37,1,148.14999999999998,0
157,1,207.35000000000002,0
284,1,90.44999999999999,0
107,3,1444.95,148
25,7,3315.0600000000004,83
75,4,269.40999999999997,26
16,3,569.06,130
158,4,841.5200000000002,127
44,2,1085.59,219
385,1,220.17000000000004,0
11,11,3248.4399999999996,56
32,8,1575.71,49
291,1,35.15,0
21,9,2178.28,45
333,13,3214.61,30
18,2,494.44,10
4,38,7041.579999999999,19
63,5,1074.52,105
375,1,393.6,0
198,6,415.87,59
33,4,838.1700000000001,86
1,5,2898.05,78
7,16,1661.25,40
5,6,3319.14,13
10,4,838.8600000000001,15
32,6,907.1,67
53,1,105.36000000000001,0
12,2,655.14,62
18,15,2541.8599999999997,47
19,4,1459.4799999999998,176
37,3,1326.7599999999998,115
2,3,602.1300000000001,144
18,7,2565.0699999999997,84
82,4,1187.21,35
449,1,150.0,0
33,5,1266.6599999999999,114
382,2,308.49,14
66,5,1587.1,104
470,2,104.0,0
9,2,899.3399999999999,4
267,2,143.1,175
247,3,362.9500000000001,21
4,4,2118.2200000000003,18
61,1,551.2999999999998,0
396,2,237.7,11
408,2,279.59,71
75,7,2767.25,85
90,4,1308.82,125
60,5,869.1,114
29,3,1021.12,119
323,5,807.52,63
654,1,186.05,0
53,4,1113.57,57
537,3,418.9000000000001,47
401,4,1019.1599999999999,40
270,3,742.65,97
2,23,5285.28,32
57,5,1037.81,46
61,14,3370.3,48
476,1,137.8,0
628,1,102.88000000000001,0
154,2,1420.7900000000002,49
19,3,585.1899999999999,123
95,9,2790.99,70
1,23,5226.449999999999,24
265,2,270.25,52
312,1,177.5,0
70,1,401.4500000000001,0
302,2,89.69999999999999,3
19,3,505.61,211
13,14,2601.45,29
591,1,231.92999999999998,0
36,12,5340.35,57
734,1,75.96000000000001,0
19,4,753.04,102
54,5,584.8599999999999,123
57,2,508.88,159
22,5,528.7100000000002,134
44,3,686.56,210
27,9,2622.4000000000005,69
493,1,35.7,0
45,5,937.78,75
113,8,1217.4499999999998,69
396,1,44.34,0
376,3,458.32000000000005,31
17,109,25937.79,6
25,1,329.41,0
191,2,400.76,95
302,1,292.4,0
2,10,1825.71,27
263,2,233.56,10
414,3,624.7800000000001,28
106,1,64.95,0
57,7,1016.69,89
213,3,604.3799999999999,28
64,1,160.44,0
28,2,380.91999999999996,190
29,12,2455.38,55
512,3,831.45,0
668,3,318.14,21
381,2,301.24999999999994,24
6,5,786.1000000000001,15
722,1,300.9,0
8,6,3809.93,81
67,5,994.38,111
2,5,857.89,145
521,1,45.629999999999995,0
46,17,3484.0299999999997,34
34,4,575.26,94
1,2,59.06,102
136,3,664.2,174
198,2,350.62,136
198,2,689.04,41
150,3,1365.3899999999999,168
88,3,1010.6999999999999,215
631,2,332.17,31
531,2,241.55999999999997,8
45,4,30.950000000000003,141
64,11,3745.13,50
99,13,5541.12,40
218,1,179.10999999999999,0
3,30,5676.99,18
730,1,69.18,0
28,3,796.74,17
178,3,1433.47,156
74,3,120.0,70
21,4,1382.03,45
20,3,1201.82,40
421,2,728.21,11
34,15,3379.19,40
509,7,788.9399999999998,32
74,3,776.28,135
24,5,779.36,98
52,11,2365.41,61
275,4,1147.0800000000002,94
434,2,644.9999999999998,81
165,4,466.38,52
7,7,1786.25,19
88,4,442.75,46
432,1,335.85,0
64,11,4061.3500000000004,38
25,3,318.94000000000005,13
10,2,293.13,0
76,1,639.7399999999998,0
682,1,416.06,0
16,1,197.31,0
192,1,118.2,0
174,2,391.80000000000007,8
77,5,2161.75,131
538,1,134.36,0
577,2,195.70000000000002,40
33,3,385.25,38
380,2,225.7,27
436,1,205.41000000000003,0
47,2,1499.04,183
541,1,381.96,0
80,7,1824.2100000000005,77
297,1,787.38,0
3,3,578.56,90
9,6,2213.1800000000003,83
50,23,6249.93,29
161,2,100.52,0
360,8,2442.8500000000004,23
5,9,671.76,59
383,1,1108.68,0
620,2,203.17999999999998,0
107,11,3480.1099999999997,39
25,1,462.37000000000006,0
32,1,145.8,0
20,2,90.30000000000001,10
572,1,140.26000000000002,0
630,1,227.99999999999997,0
297,1,304.50000000000006,0
372,6,1666.75,53
22,6,1645.8,104
5,4,874.5899999999999,9
52,10,3037.55,48
30,1,101.7,0
277,1,162.25,0
61,4,903.12,123
25,4,388.36,155
186,6,2081.38,76
415,3,1048.68,77
436,2,386.85999999999996,7
2,28,10969.060000000001,24
446,2,293.1400000000001,122
2,48,15994.18,15
172,2,618.11,206
81,2,1196.98,171
4,1,223.05,0
190,4,1903.6,85
668,1,45.9,0
22,11,2160.68,38
18,5,580.5,120
19,3,1029.21,16
642,1,534.6,0
5,3,876.4599999999999,224
110,1,498.67,0
641,1,23.35,0
541,3,354.52000000000004,18
3,10,3048.1600000000003,52
414,1,205.75,0
735,1,387.99999999999994,0
54,2,257.32,173
592,1,279.4,0
520,4,314.75,35
165,2,478.16999999999996,105
291,5,3258.04,30
546,1,99.74,0
599,1,24.900000000000002,0
10,34,12567.8,17
109,18,8507.13,34
96,7,1679.58,90
243,2,339.85,65
163,33,9368.39,15
42,8,2721.37,85
35,6,1529.2499999999998,78
67,17,7317.349999999999,39
24,2,245.35,56
1,38,12264.939999999999,19
397,1,173.65,0
27,8,2853.5,88
6,2,509.12,27
477,1,223.86,0
54,6,2974.74,114
569,1,87.79999999999998,0
364,4,496.9000000000001,47
15,5,471.63,55
194,2,674.8299999999999,71
428,2,392.4,106
3,5,1030.12,144
15,20,5960.219999999999,30
27,10,4070.2900000000004,60
127,3,968.0500000000001,49
85,2,638.4599999999999,102
71,3,1288.4300000000005,195
420,2,530.37,50
667,1,374.0,0
626,1,156.6,0
426,1,262.20000000000005,0
183,1,105.84,0
113,1,198.33,0
374,2,297.95,149
80,5,2266.55,116
594,2,341.59000000000003,50
249,3,1293.15,128
232,1,187.85,0
386,4,1243.08,47
71,4,612.36,94
401,2,516.1999999999999,6
69,1,213.5,0
4,28,7565.1900000000005,25
51,8,934.64,85
75,1,168.44,0
61,5,1729.75,126
16,4,447.68000000000006,178
4,1,70.70000000000002,0
286,1,145.05,0
386,1,171.0,0
4,13,2025.2800000000002,55
41,3,620.09,194
36,2,743.99,176
75,2,474.55,8
563,2,404.40000000000003,2
724,1,11.34,0
404,2,331.41,15
18,25,4890.849999999999,22
454,2,1150.69,104
15,7,5370.32,33
219,1,75.66,0
186,6,1662.6699999999998,75
33,9,3170.5,78
70,1,616.7900000000002,0
183,3,1147.04,131
626,1,278.8,0
15,2,435.52,71
236,1,120.35000000000001,0
31,5,2244.0299999999997,58
264,4,1842.4199999999998,97
4,6,1675.9299999999998,122
52,4,603.8300000000002,56
544,1,199.85,0
246,4,961.3600000000001,86
81,2,688.31,58
275,5,1616.71,53
1,17,3506.54,15
79,1,292.91,0
30,7,2297.85,87
74,2,384.33,11
407,1,106.80000000000001,0
482,7,1825.65,24
486,2,406.4,47
17,6,2683.75,36
223,6,1401.9899999999998,77
407,1,473.0,0
438,4,2563.54,51
32,4,1021.24,48
23,15,2170.5,30
31,4,1661.1799999999998,94
398,1,179.39999999999998,0
106,2,512.81,298
5,3,984.4500000000002,136
246,2,889.86,88
178,2,828.8799999999999,17
736,1,160.39,0
449,1,443.52,0
170,4,494.43,93
43,3,662.9499999999999,182
520,1,268.88,0
72,7,1816.93,63
587,1,136.2,0
59,16,13265.07,35
16,2,1170.8100000000004,27
141,8,1365.4199999999998,58
18,13,5857.460000000001,50
22,30,5224.589999999999,23
10,4,825.4000000000001,61
368,6,648.91,41
189,1,30.93,0
16,7,919.03,96
540,4,756.11,45
394,1,143.35,0
729,1,44.55,0
569,1,98.7,0
362,1,108.4,0
19,2,212.3,300
68,2,529.98,108
15,13,808.2400000000001,47
24,3,1287.26,18
17,20,7779.65,35
28,3,388.74,45
2,20,6532.11,13
679,1,166.23000000000002,0
55,2,301.34,21
442,2,498.86,18
34,6,2128.6099999999997,64
411,2,835.0200000000002,120
3,12,2958.3900000000003,23
366,3,572.31,60
43,3,680.3,163
73,7,1629.1599999999999,81
5,5,741.36,36
534,1,308.85,0
4,55,38373.670000000006,13
61,2,310.65,0
47,16,4581.6900000000005,42
391,1,149.07999999999998,0
1,4,1210.6999999999998,14
76,2,358.5,3
72,4,330.5300000000001,94
418,2,141.48,71
256,4,272.85,46
69,5,1110.5600000000002,117
723,1,65.4,0
562,2,182.30999999999997,0
135,4,642.3,28
241,1,103.35000000000001,0
227,2,319.94999999999993,13
380,7,844.8200000000002,50
9,25,8602.599999999999,29
9,26,6653.969999999999,28
415,4,962.08,79
618,2,604.3600000000001,26
1,42,28789.641000000003,17
37,3,480.59999999999997,25
400,4,493.53999999999996,59
46,1,631.0300000000001,0
85,14,7813.960000000001,46
19,22,5543.98,32
3,9,1867.4900000000002,81
9,13,3959.1800000000003,30
19,32,12047.29,22
219,4,1245.3300000000002,112
78,2,301.93999999999994,242
267,3,617.7,121
24,14,6438.370000000001,50
369,5,2799.69,72
15,14,3259.0899999999997,50
26,3,585.25,231
262,1,292.46999999999997,0
17,22,7490.65,32
91,4,942.6000000000001,160
405,1,147.35,0
302,14,1614.76,30
26,7,2035.77,54
364,4,1328.1200000000001,81
46,4,1003.7800000000001,54
38,21,6979.5,9
52,3,699.69,89
648,1,170.29999999999998,0
32,4,3898.1400000000003,174
530,1,259.68000000000006,0
52,3,585.9100000000001,20
79,14,6055.51,46
506,5,2729.9500000000003,46
53,2,78.3,262
298,1,3.75,0
177,2,753.3799999999999,179
395,1,221.46,0
625,1,172.15999999999997,0
47,14,1385.12,48
29,14,4074.21,40
11,7,1217.5,23
87,17,5558.43,13
5,42,14043.45,17
38,2,781.8899999999999,15
18,14,3637.33,50
591,2,2525.7200000000003,66
45,5,541.6299999999999,37
31,1,496.01,0
373,1,122.69999999999999,0
58,1,221.42,0
372,29,6357.6900000000005,9
114,7,2740.73,87
215,7,1257.82,60
319,2,269.85,45
65,1,312.32000000000005,0
8,3,744.77,7
430,1,228.0,0
97,1,255.02999999999997,0
20,3,1140.34,41
199,2,798.8500000000003,269
4,13,2748.85,10
294,2,421.43,44
273,2,1124.8999999999999,0
31,15,6479.1,37
48,9,1455.85,76
260,4,1013.45,116
58,9,1665.2800000000002,46
33,10,3709.54,69
423,3,2825.0,99
57,3,377.2,225
68,8,1498.82,74
10,16,2590.04,26
60,2,585.0599999999998,177
80,5,1211.2299999999998,110
74,2,243.94,99
2,53,26808.37,13
100,3,574.3,102
372,2,581.05,148
10,38,9071.869999999999,18
437,1,391.04999999999995,0
20,5,891.4300000000001,120
410,1,519.0,0
394,1,19.439999999999998,0
398,4,972.63,75
123,5,1908.73,109
8,1,80.8,0
4,6,1536.71,5
29,15,3768.62,47
282,5,595.61,84
57,1,241.84,0
1,15,1989.87,41
365,3,2037.36,106
89,1,305.61999999999995,0
393,5,1717.79,68
554,3,743.06,58
432,2,431.38000000000005,10
11,1,1065.66,0
163,4,1420.73,27
679,2,582.6099999999999,25
65,1,332.3,0
23,3,509.59,82
174,5,1043.49,111
103,4,719.66,33
143,6,2064.63,80
99,2,268.42,87
23,9,1724.43,64
192,2,749.8399999999999,114
5,2,502.72,6
361,4,2189.5099999999998,5
8,10,1574.0,19
14,36,11354.32,16
454,2,390.72,41
103,4,416.16,63
3,13,2392.4400000000005,33
11,11,3240.7,17
465,2,142.03,0
96,1,461.27000000000004,0
382,1,88.2,0
686,1,172.95999999999998,0
227,7,2181.8500000000004,72
16,3,662.8399999999999,126
39,5,1440.51,99
51,1,331.95000000000005,0
393,5,284.99,39
93,2,121.0,9
157,2,497.87,115
39,4,1193.29,171
565,1,91.8,0
184,5,361.40999999999997,54
1,6,2048.59,103
228,2,886.21,223
128,6,1376.6599999999999,73
40,4,730.67,133
31,11,2829.4399999999996,19
197,4,925.56,116
9,44,13612.39,14
603,2,137.85,35
37,12,3910.21,55
101,3,1190.49,67
43,35,15677.79,19
563,2,607.44,10
618,1,246.18,0
50,3,828.85,196
43,2,576.5400000000002,287
53,4,1409.62,94
187,1,114.77,0
334,1,328.63,0
4,3,333.63,15
10,2,108.46000000000001,82
417,2,1352.79,111
24,2,315.80000000000007,9
15,3,357.59,142
443,1,340.04999999999995,0
369,10,4065.5800000000004,35
145,7,1600.3500000000001,71
453,3,1171.9199999999998,69
60,5,875.32,89
547,4,598.0200000000001,38
31,3,807.0300000000002,126
434,2,345.90000000000003,82
402,1,125.19,0
141,3,183.24,6
690,1,76.74000000000001,0
394,3,348.36,66
23,4,782.1700000000001,38
469,1,438.51000000000005,0
22,6,2694.74,41
77,6,445.26,64
5,12,12749.71,55
379,1,206.44,0
67,11,3974.49,57
404,1,135.01,0
12,6,825.27,32
84,1,13.3,0
31,8,1601.94,57
67,1,19.439999999999998,0
67,3,671.97,83
187,19,1952.16,28
38,4,955.45,133
15,4,656.55,92
456,1,134.0,0
35,3,642.07,234
401,3,362.84999999999997,100
195,6,2357.9399999999996,61
477,3,193.60999999999999,35
2,11,1663.21,66
1,7,666.41,104
367,2,239.29,4
502,3,1171.46,11
65,5,1066.8000000000002,120
555,1,94.45,0
299,2,259.23,7
26,5,852.8999999999999,110
8,8,1575.18,48
17,3,848.9100000000001,15
729,1,170.71,0
116,1,1446.65,0
29,3,1022.3,128
4,21,4419.97,19
5,17,4315.960000000001,42
82,7,1242.8300000000004,70
29,9,1390.49,55
722,1,252.59,0
72,1,297.06,0
4,8,1436.4099999999999,10
636,2,252.79999999999998,12
29,15,4219.160000000001,46
290,3,245.51000000000002,120
36,1,162.60999999999999,0
9,11,719.6300000000001,50
24,4,866.4200000000001,97
277,2,1436.58,177
50,16,3093.54,42
156,24,4770.41,13
411,1,307.20000000000005,0
61,3,362.11,179
573,1,590.23,0
12,32,12210.1,20
21,3,816.3900000000001,20
540,1,123.65,0
371,5,963.86,31
116,3,162.53,81
80,29,3343.32,20
4,7,1280.0,21
26,3,362.70000000000005,14
5,23,4957.58,17
53,3,394.9,172
1,9,2924.59,80
55,6,2030.46,94
382,3,530.86,13
26,2,545.1300000000001,179
499,1,196.25,0
9,9,5982.42,72
489,3,411.96000000000004,53
52,8,6311.07,84
612,1,33.0,0
13,9,1841.6899999999998,23
212,5,738.68,82
610,1,97.36,0
22,33,8065.58,21
383,5,1179.89,52
236,5,917.6600000000001,82
139,7,646.9700000000001,73
4,6,768.0799999999999,52
57,10,3125.39,62
135,3,1225.6200000000001,56
109,5,752.88,123
30,1,20.8,0
1,20,4969.360000000001,34
185,6,924.1699999999998,82
18,1,270.03999999999996,0
239,2,406.84,21
435,1,737.0799999999999,0
87,1,117.35000000000001,0
39,8,1954.53,76
116,3,762.51,138
410,1,248.59,0
187,1,110.55000000000001,0
733,2,207.85,0
227,1,170.40999999999997,0
8,7,879.3399999999999,33
189,1,312.92999999999995,0
4,2,430.73,51
39,3,607.85,50
626,1,71.4,0
38,1,198.71,0
383,2,712.9,36
386,1,127.0,0
523,2,365.5,20
423,3,831.2600000000001,27
267,1,148.62,0
395,4,466.1000000000001,59
78,3,639.48,196
4,9,2592.7000000000003,49
255,3,1211.5500000000002,57
61,1,384.06,0
13,11,3164.32,39
88,9,9337.2,61
17,23,8866.55,30
30,11,2868.1400000000003,58
3,11,2351.35,66
5,2,336.07,187
7,6,462.9,23
219,2,92.88,101
421,1,1036.5300000000002,0
11,13,4932.75,50
464,2,1544.3999999999999,56
30,9,2087.39,43
288,3,485.54999999999995,12
150,5,319.04999999999995,58
23,2,353.25,25
396,2,365.3500000000001,5
1,19,6252.1900000000005,32
86,7,2232.6600000000003,79
402,4,822.96,44
46,4,1748.78,94
471,2,367.92999999999995,59
5,8,1603.27,79
51,7,1044.8400000000001,55
429,1,81.36,0
551,1,159.63,0
18,1,189.51000000000002,0
30,3,495.50999999999993,207
725,1,358.51,0
8,3,552.48,19
29,3,1818.06,52
577,1,495.21999999999997,0
3,29,10411.13,25
41,6,2244.0500000000006,115
11,11,3492.06,66
542,2,927.77,52
442,6,965.36,24
31,2,245.29999999999998,200
417,3,786.58,93
45,3,95.85,37
61,5,1031.12,116
185,3,94.53,77
79,9,1104.24,72
581,3,1542.6599999999999,46
111,7,672.4300000000001,79
64,1,138.78000000000003,0
12,6,1525.46,94
548,8,2818.8599999999997,22
86,4,1055.3,77
16,5,1229.2199999999998,99
246,4,571.8399999999999,122
383,1,152.05,0
88,1,1257.32,0
30,2,708.8600000000001,192
604,1,1769.6200000000001,0
138,2,390.79999999999995,206
27,6,1609.38,95
3,5,1018.5100000000001,48
32,8,2304.44,87
25,12,7690.689999999999,58
113,5,645.9600000000002,63
157,5,1626.56,92
85,6,2202.73,107
118,7,1988.1499999999999,81
3,19,9256.71,33
96,11,3924.29,53
194,4,697.9499999999999,108
28,1,387.4899999999999,0
131,1,463.08,0
28,5,1208.23,43
446,1,227.7,0
738,1,127.7,0
596,1,283.34000000000003,0
82,3,1125.59,52
30,9,4618.389999999999,72
266,1,96.57000000000001,0
74,11,3864.66,14
